user_id	basket_id	item_id
6	3	2681
6	3	2682
6	3	2683
6	3	2684
6	3	1649
6	4	2685
6	4	1355
6	4	445
6	4	1562
6	4	1854
6	4	2445
6	4	1917
6	4	2686
6	4	46
6	4	2220
6	4	2687
6	4	2688
6	4	2689
6	4	2671
6	4	2690
6	4	2691
6	4	2692
6	4	1777
6	4	2693
6	4	2694
6	5	2695
6	6	2409
6	6	1649
6	6	1702
6	6	2696
6	6	2677
6	6	2697
6	6	2698
6	6	2699
6	6	2700
6	7	2701
6	7	2702
6	7	2703
6	7	917
6	7	2677
6	7	2445
6	7	2099
6	7	2697
6	7	2704
6	7	2705
6	7	1552
6	7	1562
6	7	2706
6	7	1666
6	7	2707
6	7	2036
6	7	2708
6	7	473
6	7	2409
6	7	2683
6	7	1649
6	7	2709
6	8	2697
6	8	2710
6	8	2711
6	8	444
6	8	1495
6	8	2712
6	8	2713
6	8	654
6	8	1649
6	8	445
6	8	1237
6	8	2714
6	8	2715
6	8	1746
6	9	89
6	10	2716
6	10	1649
6	11	819
6	11	2717
6	11	2718
6	11	218
6	11	2209
6	11	2719
6	11	2677
6	11	2260
6	11	155
6	11	1629
6	11	1428
6	11	873
6	11	1561
6	11	1960
6	11	2720
6	11	1910
6	11	898
6	11	1562
6	11	2721
6	11	198
6	11	1321
6	12	851
6	13	1649
6	13	498
6	14	2722
6	14	2723
6	14	2724
6	14	13
6	14	2725
6	14	43
6	15	2726
6	15	876
6	15	142
6	15	2727
6	15	2728
6	15	2159
6	16	2729
6	16	2730
6	16	2680
6	16	2731
6	16	369
6	16	2683
6	16	2732
6	16	2445
6	16	316
6	16	2733
6	16	1910
6	16	666
6	16	2734
6	16	2735
6	16	2725
6	16	2736
6	16	2698
6	16	1649
6	16	1666
6	16	1614
6	16	2737
6	16	98
6	16	2727
6	16	2260
6	16	328
6	16	511
6	17	1170
6	17	2738
6	17	2739
6	17	2740
6	17	2741
6	17	2742
6	17	1195
6	18	382
6	18	2737
6	18	2671
6	18	705
6	19	1649
6	19	1506
6	19	2743
6	19	2744
6	19	2683
6	19	2698
6	19	705
6	19	2745
6	19	2365
6	19	1652
6	19	2746
6	19	2727
6	19	2733
6	19	2737
7	0	1083
7	0	104
7	0	74
7	0	2747
7	0	556
7	0	1503
7	0	2748
7	1	86
7	1	1551
7	1	2676
7	1	2749
7	1	2750
7	2	163
7	2	447
7	2	578
7	2	2184
7	3	2751
7	3	9
7	3	1842
7	3	1919
7	3	2748
7	3	2752
7	4	136
7	4	1930
7	4	104
7	4	450
7	4	336
7	4	361
7	4	2753
7	4	419
7	4	2754
7	4	2755
7	4	1038
7	4	447
7	5	2464
7	5	2756
7	5	226
7	5	2757
7	6	1321
7	7	2447
7	7	127
7	8	447
7	8	8
7	8	1401
7	8	1399
8	0	1424
8	1	256
8	1	1027
8	1	3074
8	1	430
8	1	2430
8	2	1275
8	2	121
8	2	339
8	2	1628
8	2	126
8	2	1463
8	3	18
8	3	46
8	3	3074
8	3	1161
8	4	3240
8	4	3241
8	4	70
8	4	2732
8	4	3242
8	5	3016
8	5	1578
8	5	139
8	5	3074
8	5	1011
8	6	3243
8	6	1937
8	6	2748
8	6	2585
8	6	1330
8	7	86
8	7	884
8	7	952
8	7	9
8	7	1937
8	8	2336
8	8	3244
8	8	418
8	8	2815
8	8	3245
8	8	369
8	8	3246
8	9	1055
8	10	1468
8	10	884
8	11	932
8	11	2465
8	11	2463
8	11	456
8	12	713
8	13	3247
8	13	3248
8	14	3249
8	14	1846
8	15	2034
8	15	1150
8	15	41
8	15	1108
8	15	87
8	15	359
8	15	288
8	15	1055
8	15	3250
8	16	2105
8	16	126
8	16	9
8	16	2025
8	16	1463
8	17	2113
8	17	2921
8	17	3251
8	18	1108
8	18	2113
8	18	2121
8	18	3252
8	18	2146
8	18	77
8	18	3253
8	18	2469
8	19	2113
8	19	746
8	19	2121
8	19	2815
8	20	1066
8	20	13
8	21	13
8	22	3254
8	22	325
8	23	782
8	24	2096
8	24	33
8	25	2448
8	25	8
8	25	418
8	25	9
8	25	518
8	25	1025
8	25	1348
8	25	145
8	25	169
8	25	1409
8	25	298
8	26	1531
8	26	98
8	26	328
8	27	40
8	28	369
8	28	9
8	29	779
8	29	2096
8	30	3255
9	0	316
9	0	2611
9	0	309
9	0	548
9	0	124
9	0	242
9	0	1298
9	0	836
9	0	235
9	0	126
9	0	594
9	0	208
9	1	1426
9	1	182
9	2	3652
9	2	977
9	2	3653
9	2	440
9	2	2777
9	3	430
9	3	182
9	3	536
9	3	2777
9	3	673
9	3	3654
9	3	3655
9	3	2012
9	4	440
9	4	3653
9	5	3656
9	5	1107
9	5	3657
9	5	2163
9	5	3658
9	5	440
9	5	2818
9	5	696
9	6	2538
9	6	3659
9	6	2885
9	6	2777
9	6	1108
9	6	3660
9	6	273
9	7	2777
9	7	1716
9	7	98
9	7	745
9	7	440
9	7	3661
9	7	2012
9	8	1298
9	8	249
10	0	3317
10	0	273
10	0	6
10	0	328
10	0	667
10	1	1327
10	1	2100
10	2	163
10	3	447
10	4	652
10	4	46
10	4	2458
10	5	940
10	5	1578
10	5	3672
10	6	3456
10	6	1833
10	6	3673
10	7	860
10	7	1833
10	7	1832
10	8	3062
10	8	2457
10	8	860
10	9	449
10	9	293
10	9	6
10	10	3671
10	11	3674
10	11	1423
10	11	774
10	11	776
10	11	2897
10	12	2890
10	13	8
10	13	864
10	14	1621
10	15	1921
10	15	3052
10	15	744
10	15	852
10	16	425
10	17	868
10	18	868
10	18	798
10	19	1319
10	20	680
10	21	2841
10	21	1323
10	21	3675
10	21	3676
10	22	374
10	22	1321
10	23	3677
10	23	3678
10	23	3092
10	24	207
10	24	374
10	25	46
10	26	1909
10	26	680
10	26	449
11	0	1766
11	0	325
11	0	1403
11	0	1413
11	0	2439
11	1	680
11	2	3743
11	2	761
11	3	3744
11	3	3745
11	3	3746
11	3	1154
11	4	1833
11	4	473
11	4	3606
11	4	147
11	4	3747
11	4	2156
11	4	3748
11	4	226
11	5	3749
11	5	746
11	6	3730
11	6	808
11	6	3750
11	6	1477
11	6	1243
11	6	3751
11	6	3752
11	7	652
11	7	3753
11	7	2653
11	7	290
11	8	134
11	8	859
11	9	1578
11	10	3090
11	10	2886
11	10	859
11	10	1666
11	10	3754
11	11	1403
11	11	649
11	11	1967
11	11	1413
11	12	1698
11	13	2782
11	13	1421
11	14	3755
11	14	683
11	14	2733
11	14	450
11	14	1243
11	14	3756
11	15	2321
11	16	3757
11	16	3752
11	16	3751
11	16	9
11	17	1217
11	17	805
11	17	3758
11	17	746
11	18	3444
11	18	3759
11	18	3760
11	18	355
11	18	1833
11	19	3761
11	19	226
11	20	3762
11	20	2633
11	20	2041
11	20	3763
11	21	3764
11	21	1698
11	21	173
11	21	987
11	21	746
11	21	589
11	21	1044
11	21	3765
11	22	1217
11	22	457
11	22	605
11	22	3752
11	23	450
11	23	1196
11	23	3766
11	23	1188
11	23	3767
11	23	47
11	23	1193
11	23	3597
11	23	3411
11	23	3768
11	23	3769
11	23	1245
11	24	3770
11	25	3771
11	25	355
11	26	3772
11	26	3773
11	26	1698
11	26	1305
11	27	226
11	28	2718
11	28	875
11	28	900
11	28	198
11	28	2939
11	28	3774
11	28	800
11	28	2744
11	28	3775
11	28	873
11	29	1021
11	29	696
11	29	3502
11	29	59
11	29	1260
11	30	1698
11	31	2061
11	31	1518
11	31	130
11	32	696
11	32	255
11	32	3626
11	32	2196
11	33	729
11	33	466
11	33	696
11	33	1524
11	34	3776
11	34	2366
11	34	3058
11	34	3777
11	34	696
11	34	2196
11	35	2068
11	35	2366
11	36	2196
11	36	2498
11	36	696
11	36	623
11	37	2196
11	38	457
11	38	3778
11	38	882
11	38	2498
11	39	746
11	39	767
11	39	327
11	39	3779
11	39	226
11	39	3780
11	39	1457
11	40	3781
11	40	3776
11	40	2068
12	0	56
12	0	1538
12	0	46
12	0	2611
12	1	4055
12	2	1538
12	2	1628
12	2	46
12	3	9
12	3	2243
12	4	2739
12	4	1538
12	4	86
12	5	1403
12	6	501
12	7	1996
12	7	2409
12	8	3411
12	8	3769
12	9	3769
12	9	828
12	9	4056
12	10	4057
12	10	1068
12	10	4058
12	10	8
12	11	2548
12	11	2549
12	11	4059
12	12	3617
12	13	680
12	14	1711
12	14	6
12	14	35
12	15	213
12	15	1095
12	16	1665
12	16	1669
12	16	15
12	17	496
12	17	501
12	17	848
12	18	1214
12	18	1936
12	19	4060
12	19	1833
13	0	2223
13	0	119
13	0	4061
13	0	2023
13	0	4074
13	0	3970
13	0	4075
13	0	4076
13	0	1266
13	0	124
13	0	555
13	0	1574
13	0	2707
13	1	126
13	1	3869
13	1	3516
13	1	4061
13	1	2266
13	1	121
13	1	1916
13	1	891
13	1	125
13	1	1344
13	1	4077
13	1	2197
13	1	2023
13	1	1872
13	1	1266
13	1	3970
13	1	4078
13	1	1427
13	1	4017
13	1	4079
13	1	1463
13	1	1275
13	1	2261
13	2	447
13	2	290
13	3	4080
13	3	2534
13	3	4005
13	3	878
13	3	309
13	3	317
13	3	311
13	3	4081
13	3	1024
13	4	4082
13	4	1471
13	4	4083
13	5	380
13	5	1403
13	5	2818
13	5	3205
13	5	2103
13	5	708
13	5	1766
13	5	1024
13	5	1471
13	5	1405
13	5	1424
13	5	1748
13	5	1578
13	5	9
13	5	3500
13	5	1275
13	5	593
13	6	1094
13	7	2191
13	7	10
13	7	1524
13	7	9
13	7	4084
13	8	1256
13	8	2548
13	8	2265
13	9	1232
13	9	181
13	9	1124
13	10	680
13	10	317
13	10	311
13	11	4085
13	12	2323
13	12	1321
13	13	585
13	13	8
13	13	4086
13	13	4087
13	14	2426
13	14	4088
13	15	2426
13	15	46
13	16	449
13	16	1910
13	16	819
14	0	1
14	0	683
14	0	1949
14	0	123
14	1	1612
14	1	4310
14	1	2256
14	1	4311
14	1	3356
14	1	111
14	1	4312
14	1	1823
14	2	374
14	2	447
14	3	46
14	3	9
14	3	683
14	3	123
14	4	4313
14	5	131
14	5	2405
14	5	213
14	6	348
14	6	4314
14	6	1949
14	6	3468
14	6	683
14	6	2569
14	6	3116
14	6	418
14	6	4315
14	7	4316
14	7	9
14	8	780
14	9	1620
14	9	3441
14	9	717
14	9	683
14	10	1283
14	10	2255
14	10	9
14	10	374
14	11	1841
14	11	2198
14	11	603
14	11	4317
14	11	2885
14	11	4318
14	11	2196
14	12	2376
14	12	213
14	12	4142
14	12	1305
14	12	4319
14	12	3555
14	12	711
14	12	1975
14	13	4096
14	14	567
14	14	4319
14	14	2323
14	14	4320
14	15	247
14	15	3555
14	15	374
14	15	4321
14	15	1949
14	16	4322
14	16	1780
14	16	4323
14	17	449
14	17	1438
14	17	219
14	17	1184
14	18	2885
14	18	219
14	19	1193
14	19	219
14	19	1438
14	19	1530
14	19	1923
14	20	219
14	20	1438
14	21	219
14	21	117
14	22	1602
14	22	987
14	22	3433
14	22	40
14	22	2426
14	22	4306
15	0	264
15	0	4555
15	0	1522
15	0	2978
15	0	2587
15	0	2139
15	0	586
15	0	1588
15	0	911
15	0	2405
15	0	4394
15	0	2878
15	0	4719
15	0	111
15	0	1264
15	0	1288
15	0	2495
15	0	882
15	0	1
15	0	1699
15	0	841
15	0	1525
15	0	3097
15	1	2343
15	1	1584
15	1	3705
15	1	2966
15	1	430
15	1	586
15	1	511
15	1	1298
15	1	1688
15	2	2465
15	2	1558
15	2	4756
15	2	366
15	2	524
15	2	3250
15	2	362
15	2	2792
15	2	34
15	2	4757
15	3	4758
15	3	2150
15	3	172
15	3	4
15	3	3001
15	3	4274
15	3	1227
15	3	4719
15	3	2704
15	3	4759
15	3	441
15	3	39
15	3	4261
15	3	449
15	3	4760
15	3	4761
15	3	1552
15	4	4762
15	4	4763
15	4	125
15	4	1949
15	4	3996
15	4	202
15	4	4764
15	4	4323
15	4	4765
15	4	4560
15	4	3063
15	4	4766
15	4	1
15	4	327
15	4	111
15	4	1463
15	4	78
15	4	4767
15	4	230
15	4	586
15	4	4768
15	4	124
15	4	4295
15	4	214
15	4	1014
15	4	1034
15	4	2823
15	5	724
15	5	2510
15	5	4769
15	5	271
15	5	4770
15	5	4771
15	5	3589
15	5	3289
15	5	4772
15	5	4773
15	5	44
15	6	462
15	6	501
15	6	1212
15	6	4580
15	6	230
15	6	841
15	6	949
15	6	214
15	6	2509
15	6	586
15	6	4757
15	6	1393
15	6	4774
15	6	4166
15	6	2792
15	6	805
16	0	2376
16	0	1521
16	0	1652
16	0	4858
16	0	1823
16	0	3942
16	0	356
16	0	769
16	0	1611
16	1	203
16	1	3800
17	0	4352
17	0	733
17	0	4967
17	0	509
17	0	4596
17	0	357
17	0	4968
17	0	4852
17	0	4969
17	1	2648
17	1	838
17	1	7
17	1	884
17	1	2224
17	1	9
17	1	1038
17	2	4970
17	2	4971
17	2	2539
17	2	3328
17	2	482
17	2	4972
17	2	4973
18	0	134
18	0	4812
18	0	4654
18	0	5015
18	0	111
18	0	2571
18	0	48
18	0	1353
18	0	4001
18	0	960
18	1	3319
18	1	4001
18	1	1369
18	1	5016
18	1	1055
18	1	5015
18	1	139
18	1	5017
18	1	3378
18	1	3059
18	1	5018
18	1	4779
18	1	3222
18	2	2542
18	2	246
18	2	102
18	2	4001
18	2	48
18	2	652
18	2	449
18	2	361
18	2	5019
18	2	1951
18	2	3284
18	2	960
18	2	1400
18	3	5020
18	3	203
18	3	5021
18	3	4257
18	4	1369
18	4	105
18	5	2283
18	5	252
18	5	46
18	5	678
18	5	1792
18	5	203
18	5	105
18	6	105
18	6	4008
18	6	1069
18	6	1678
18	6	1021
18	6	382
18	6	713
18	7	3884
18	7	3010
18	7	2963
18	7	1748
18	7	108
18	7	5022
18	7	732
18	7	5023
18	7	48
18	7	4417
18	7	4897
18	7	5024
18	7	3389
18	7	451
18	7	120
18	7	4485
18	7	4001
18	7	5025
18	7	5026
18	8	5022
18	8	680
18	8	1340
18	8	4654
18	8	2991
18	8	5027
18	8	5023
18	9	1321
18	9	696
18	10	814
18	10	203
18	10	2283
18	10	202
18	10	105
18	10	157
18	10	1
18	10	1238
18	11	3538
18	11	2075
18	11	430
18	11	464
18	11	374
18	11	1217
18	11	411
18	11	5028
18	11	203
18	11	2471
18	11	463
18	11	371
18	12	3500
18	12	5029
18	12	606
18	12	3884
18	12	182
18	12	120
18	12	203
18	13	3646
18	13	912
18	13	2991
18	13	751
18	13	883
18	14	3500
18	14	105
18	14	3646
19	0	3783
19	0	4800
19	0	5030
19	0	666
19	0	5031
19	0	60
19	0	3498
19	0	5032
19	0	670
19	0	368
19	0	563
19	0	2977
19	0	3658
19	0	1153
19	0	494
19	0	48
19	0	4702
19	0	441
19	0	2209
19	0	5033
19	0	5034
19	0	663
19	0	242
19	0	319
19	0	1681
19	0	5035
19	0	1892
19	0	1883
19	0	5036
19	0	3602
19	0	2680
19	0	55
19	0	917
19	0	1766
19	0	4669
19	0	5037
19	0	3623
19	0	2721
19	0	2710
19	0	2827
19	0	2820
19	0	2343
19	0	3334
19	0	3143
19	0	2260
19	0	5038
19	0	3706
19	0	5039
19	0	971
19	0	5040
19	0	1119
19	0	430
19	0	3797
19	0	993
19	1	91
19	1	2343
19	1	5041
19	1	70
19	1	494
19	1	3533
19	1	1275
19	1	736
19	1	670
19	1	4974
19	1	5042
19	1	578
19	1	5043
19	1	848
19	1	793
19	1	2896
19	1	5044
19	1	4375
19	1	2802
19	1	5045
19	1	496
19	1	4664
19	1	2243
19	1	24
19	1	563
19	1	2587
19	1	4426
19	1	2360
19	1	5046
19	1	4846
19	1	2295
19	1	2588
19	1	3044
19	1	977
19	2	5047
20	0	1309
20	0	4923
20	0	3154
20	0	819
20	0	1214
20	0	680
20	1	4923
20	1	1214
20	1	1225
20	1	1778
20	1	3566
20	1	691
20	2	3012
20	2	2343
20	2	656
20	2	740
20	2	1369
20	3	1369
20	3	1214
20	3	19
20	4	1369
20	4	4657
20	5	2145
20	5	9
20	5	2695
20	5	204
20	5	1214
20	5	1309
20	5	740
20	6	9
20	6	1214
20	6	1689
20	6	2343
20	6	312
20	7	4046
20	7	1369
20	8	2655
20	9	1113
20	10	683
20	10	2695
20	10	2343
20	10	19
20	11	683
20	11	1309
21	0	5166
21	0	552
21	0	46
21	0	81
21	1	270
21	1	1299
21	1	2324
21	1	2006
21	1	119
21	1	2794
21	1	5167
21	2	4210
21	2	3216
21	3	5168
21	3	348
21	3	5169
21	3	5170
21	3	2692
21	3	2863
21	3	371
21	4	4316
21	4	5171
21	5	4316
21	5	755
21	5	348
21	5	5172
21	5	1898
21	5	5173
21	6	92
21	6	1996
21	6	348
21	6	2082
21	7	5174
21	7	46
21	7	1118
21	7	5175
21	7	5166
21	8	2573
21	8	1922
21	8	2939
21	8	5176
21	8	511
21	9	1830
21	9	5177
21	9	2414
21	9	4354
21	9	5020
21	9	585
21	10	5178
21	10	377
21	10	4316
21	10	1534
21	10	5179
21	10	1922
21	11	2342
21	11	1534
21	11	1549
21	11	260
21	11	2781
21	11	3720
21	11	5180
21	11	2140
21	11	430
21	11	3357
21	11	48
21	11	2482
21	12	2683
21	12	1118
21	12	348
21	12	2146
21	12	3253
21	12	1449
21	13	4761
21	13	5181
21	13	5182
21	13	5183
21	14	1633
21	14	974
21	14	5184
21	14	2500
21	14	1056
21	14	5185
21	14	5166
21	14	1058
21	15	4555
21	15	416
21	15	844
21	15	2914
21	16	2744
21	16	1881
21	16	658
21	17	465
21	17	3978
21	17	5186
21	18	1240
21	18	952
21	18	270
21	18	813
21	18	3253
21	18	2146
21	18	1095
21	19	552
21	19	4491
21	19	2405
21	20	746
21	20	3331
21	20	2518
21	20	1118
21	20	348
21	20	5187
21	20	46
21	20	2683
21	21	5166
21	21	1108
21	22	2795
21	22	1945
21	22	3394
21	22	470
21	22	154
21	22	377
21	22	293
21	22	541
21	23	2163
21	23	5188
21	23	5189
21	24	2377
21	24	2036
21	25	3622
21	25	725
21	26	5190
21	26	3357
21	26	2545
21	26	206
21	26	4032
21	26	4631
21	26	2517
21	27	377
21	27	5191
21	27	4379
21	28	5192
21	28	2622
21	28	185
21	28	2240
22	0	1256
22	0	3018
22	0	1495
22	0	2337
22	0	380
22	0	4017
22	1	4846
22	1	1495
22	1	705
22	1	2820
22	1	311
22	1	697
22	1	703
22	1	312
22	1	5414
22	1	511
22	1	2353
22	1	74
22	1	19
22	2	1546
22	2	2191
22	2	1495
22	2	1524
22	2	913
22	2	336
22	3	5373
22	3	1832
