session_id	item_id	timestamp
15	301	100003
15	1090	100004
15	2274	100005
15	2063	100006
15	2661	100007
15	909	100008
16	16	100002
16	945	100003
16	1651	100004
16	2275	100005
16	2344	100006
16	770	100007
17	17	100002
17	107	100003
17	743	100004
17	409	100005
17	2116	100006
17	3317	100007
17	2938	100008
17	301	100009
18	18	100002
18	743	100003
18	31	100004
18	2276	100005
18	5	100006
18	3318	100007
18	473	100008
19	19	100002
19	445	100003
19	1652	100004
19	372	100005
19	1741	100006
19	2335	100007
19	2376	100008
19	290	100009
19	163	100010
20	20	100002
20	31	100003
20	1653	100004
20	2277	100005
20	596	100006
20	3319	100007
20	3734	100008
20	4115	100009
20	86	100010
20	4658	100011
20	4876	100012
21	21	100002
21	52	100003
21	1052	100004
21	2278	100005
21	743	100006
21	196	100007
22	22	100002
22	946	100003
22	1654	100004
22	2279	100005
22	2821	100006
22	1175	100007
22	1874	100008
22	4116	100009
22	1697	100010
22	281	100011
22	3342	100012
22	4795	100013
22	5230	100014
22	5382	100015
22	5510	100016
22	4441	100017
22	5726	100018
22	110	100019
22	5887	100020
22	3009	100021
22	6001	100022
22	6049	100023
22	6082	100024
22	6118	100025
22	6144	100026
22	4331	100027
22	6197	100028
22	6216	100029
22	6230	100030
22	2720	100031
22	6261	100032
22	6272	100033
22	6284	100034
22	3947	100035
22	301	100036
22	6305	100037
22	6311	100038
22	6320	100039
22	6325	100040
23	23	100002
23	947	100003
23	1655	100004
23	198	100005
23	2472	100006
23	2760	100007
23	1911	100008
23	1475	100009
24	24	100002
24	86	100003
24	1656	100004
24	1053	100005
24	2822	100006
24	325	100007
24	3735	100008
24	393	100009
24	496	100010
24	1771	100011
24	3535	100012
25	25	100002
25	948	100003
25	1657	100004
25	1490	100005
25	1170	100006
25	1799	100007
25	3736	100008
25	2814	100009
25	2384	100010
25	1048	100011
25	2183	100012
25	1925	100013
25	5231	100014
25	5383	100015
25	5511	100016
25	1518	100017
25	5727	100018
26	26	100002
26	549	100003
26	1131	100004
26	352	100005
26	2823	100006
26	3320	100007
26	3737	100008
26	2068	100009
27	27	100002
27	949	100003
27	1658	100004
27	2127	100005
27	2824	100006
27	2908	100007
27	369	100008
28	28	100002
28	950	100003
28	295	100004
28	220	100005
28	363	100006
28	3321	100007
28	380	100008
28	4099	100009
29	29	100002
29	951	100003
29	1659	100004
29	987	100005
29	2296	100006
29	198	100007
29	374	100008
29	3707	100009
29	301	100010
29	4659	100011
29	2151	100012
29	1219	100013
29	2534	100014
29	2150	100015
29	5512	100016
29	37	100017
29	5728	100018
29	5806	100019
29	5634	100020
29	5946	100021
29	6002	100022
29	6050	100023
29	6083	100024
30	30	100002
30	364	100003
30	1660	100004
30	50	100005
30	52	100006
30	2371	100007
30	3738	100008
30	120	100009
30	4397	100010
30	301	100011
30	409	100012
30	20	100013
30	1556	100014
30	63	100015
30	17	100016
30	1466	100017
30	353	100018
30	97	100019
31	31	100002
31	387	100003
31	1661	100004
31	2280	100005
31	1826	100006
31	1458	100007
31	3739	100008
32	32	100002
32	952	100003
32	1662	100004
32	2281	100005
32	1488	100006
33	33	100002
33	953	100003
33	1663	100004
33	74	100005
33	1150	100006
33	3322	100007
33	19	100008
33	3562	100009
33	527	100010
33	49	100011
33	3057	100012
33	1418	100013
33	5232	100014
33	2867	100015
33	5513	100016
33	184	100017
33	1385	100018
33	2628	100019
33	5888	100020
33	5947	100021
33	629	100022
33	2690	100023
33	2366	100024
33	1413	100025
33	6149	100026
33	1180	100027
34	30	100002
34	97	100003
34	1588	100004
34	2282	100005
35	34	100002
35	281	100003
35	1556	100004
35	2283	100005
35	290	100006
35	3323	100007
35	3740	100008
35	4117	100009
35	6	100010
35	3964	100011
35	1257	100012
35	4512	100013
35	366	100014
35	86	100015
35	5514	100016
36	35	100002
36	496	100003
36	15	100004
36	741	100005
36	2825	100006
36	101	100007
36	417	100008
37	36	100002
37	130	100003
37	1053	100004
37	17	100005
37	1605	100006
37	101	100007
37	3741	100008
37	174	100009
37	76	100010
37	2431	100011
37	768	100012
37	440	100013
37	1259	100014
38	37	100002
38	36	100003
38	217	100004
38	2080	100005
38	2826	100006
38	3324	100007
38	1254	100008
38	4118	100009
38	4398	100010
39	38	100002
39	954	100003
39	1664	100004
39	586	100005
39	1183	100006
39	104	100007
39	981	100008
39	105	100009
39	196	100010
39	2235	100011
39	4877	100012
39	2530	100013
40	39	100002
40	955	100003
40	1665	100004
40	2284	100005
40	2827	100006
40	52	100007
41	40	100002
41	956	100003
41	1666	100004
41	1859	100005
41	2828	100006
41	3325	100007
41	3742	100008
41	4119	100009
41	2403	100010
41	4660	100011
42	41	100002
42	957	100003
42	1667	100004
42	2285	100005
42	2829	100006
42	3326	100007
42	3743	100008
42	4120	100009
42	4399	100010
42	4661	100011
42	4878	100012
42	5068	100013
42	5233	100014
42	3531	100015
43	42	100002
43	958	100003
43	86	100004
43	5	100005
43	18	100006
43	31	100007
43	36	100008
43	116	100009
43	533	100010
43	37	100011
43	174	100012
44	43	100002
44	301	100003
44	386	100004
44	1870	100005
44	316	100006
44	1139	100007
45	44	100002
45	959	100003
45	1668	100004
45	2286	100005
45	1458	100006
45	653	100007
45	2334	100008
46	45	100002
46	960	100003
46	1669	100004
46	697	100005
46	2830	100006
46	3327	100007
46	3744	100008
46	4121	100009
47	46	100002
47	385	100003
47	1670	100004
47	2287	100005
47	1875	100006
47	372	100007
48	47	100002
48	961	100003
48	1671	100004
48	2288	100005
48	2831	100006
48	1877	100007
48	3745	100008
48	4122	100009
48	4400	100010
48	4662	100011
48	4879	100012
49	48	100002
49	962	100003
49	86	100004
49	2289	100005
49	1649	100006
49	3328	100007
49	3746	100008
49	4123	100009
49	2874	100010
50	49	100002
50	386	100003
50	87	100004
50	143	100005
50	2832	100006
50	461	100007
50	6	100008
50	4124	100009
51	50	100002
51	963	100003
51	1672	100004
51	2290	100005
51	2833	100006
51	3329	100007
52	51	100002
52	964	100003
52	1673	100004
52	422	100005
52	2834	100006
52	114	100007
52	3747	100008
52	4125	100009
52	4401	100010
52	3527	100011
52	4880	100012
52	5069	100013
52	5234	100014
52	5384	100015
52	5515	100016
52	5617	100017
52	5729	100018
52	2221	100019
52	5889	100020
52	642	100021
52	6003	100022
52	6051	100023
52	2538	100024
53	52	100002
53	965	100003
53	1674	100004
53	1150	100005
53	246	100006
53	102	100007
53	3748	100008
53	4126	100009
53	4402	100010
53	1130	100011
53	619	100012
54	53	100002
54	17	100003
54	1675	100004
54	1871	100005
54	1286	100006
54	2577	100007
55	52	100002
55	966	100003
55	1676	100004
55	2291	100005
55	2835	100006
55	3118	100007
55	1196	100008
55	4127	100009
55	711	100010
55	1728	100011
55	584	100012
55	1265	100013
55	1982	100014
55	1467	100015
55	890	100016
55	1567	100017
55	4093	100018
55	674	100019
55	290	100020
55	734	100021
55	1360	100022
55	3545	100023
55	4648	100024
55	5416	100025
55	4195	100026
55	6175	100027
55	6198	100028
55	418	100029
55	527	100030
56	54	100002
56	967	100003
56	1677	100004
56	2292	100005
56	2836	100006
56	3330	100007
56	3749	100008
56	729	100009
56	4393	100010
56	2875	100011
56	4881	100012
56	5070	100013
56	2965	100014
56	408	100015
56	5516	100016
57	55	100002
57	968	100003
57	1678	100004
57	412	100005
57	2837	100006
58	56	100002
58	969	100003
58	1679	100004
58	2293	100005
58	2404	100006
58	743	100007
58	3750	100008
58	3608	100009
58	900	100010
58	4663	100011
58	290	100012
58	5071	100013
58	3662	100014
58	5385	100015
58	2775	100016
58	267	100017
58	402	100018
58	31	100019
58	1265	100020
58	5948	100021
59	57	100002
59	970	100003
59	1680	100004
59	2294	100005
59	2838	100006
60	58	100002
60	386	100003
60	1681	100004
60	2295	100005
60	86	100006
60	3331	100007
60	366	100008
60	263	100009
60	2940	100010
60	3224	100011
60	1043	100012
60	704	100013
60	4828	100014
60	110	100015
60	810	100016
61	59	100002
61	725	100003
61	1682	100004
61	1170	100005
61	2839	100006
61	3332	100007
61	3415	100008
61	4128	100009
61	4403	100010
61	1877	100011
61	4882	100012
61	5072	100013
61	4535	100014
62	60	100002
62	971	100003
62	1683	100004
62	301	100005
63	61	100002
63	375	100003
63	527	100004
63	37	100005
63	2006	100006
63	410	100007
63	3128	100008
63	110	100009
63	4404	100010
63	4664	100011
63	3249	100012
63	2344	100013
63	1131	100014
63	2265	100015
63	512	100016
63	5618	100017
63	5730	100018
63	5807	100019
63	5606	100020
64	62	100002
64	972	100003
64	1684	100004
64	1176	100005
64	364	100006
64	436	100007
64	94	100008
64	355	100009
64	2328	100010
64	4665	100011
64	4883	100012
64	5073	100013
64	563	100014
64	5386	100015
65	63	100002
65	25	100003
65	1685	100004
65	2296	100005
65	2840	100006
65	3333	100007
65	3751	100008
65	154	100009
66	19	100002
66	973	100003
66	386	100004
66	2297	100005
66	1223	100006
66	316	100007
66	3752	100008
66	4129	100009
66	3429	100010
67	64	100002
67	229	100003
67	411	100004
67	802	100005
67	1309	100006
67	636	100007
67	102	100008
68	65	100002
68	974	100003
68	1686	100004
68	2298	100005
68	1268	100006
68	1545	100007
69	66	100002
69	975	100003
69	1687	100004
69	2299	100005
69	2841	100006
69	3334	100007
69	1373	100008
69	1486	100009
69	3866	100010
69	3044	100011
69	4884	100012
69	3670	100013
69	4636	100014
69	4819	100015
69	5517	100016
69	5619	100017
69	5731	100018
69	5808	100019
69	5890	100020
69	5196	100021
69	17	100022
69	1109	100023
69	6084	100024
69	604	100025
69	4908	100026
69	3401	100027
69	1588	100028
69	110	100029
69	533	100030
69	42	100031
69	2775	100032
69	212	100033
69	6285	100034
69	19	100035
69	198	100036
69	743	100037
69	6312	100038
69	6321	100039
69	6326	100040
69	3484	100041
69	2228	100042
69	473	100043
69	4041	100044
69	2148	100045
70	67	100002
70	71	100003
70	848	100004
70	2300	100005
70	2842	100006
70	2866	100007
70	290	100008
70	301	100009
70	3775	100010
70	2169	100011
70	4476	100012
70	2077	100013
70	2469	100014
70	37	100015
70	5518	100016
70	66	100017
70	2016	100018
70	36	100019
71	68	100002
71	526	100003
71	1688	100004
71	1603	100005
71	2843	100006
71	3335	100007
71	2160	100008
72	69	100002
72	350	100003
72	227	100004
72	450	100005
72	1359	100006
72	31	100007
72	584	100008
72	19	100009
73	70	100002
73	976	100003
73	1689	100004
73	2301	100005
73	2844	100006
73	3336	100007
73	3753	100008
73	4130	100009
73	4405	100010
73	4666	100011
73	4885	100012
73	1121	100013
73	3590	100014
73	5387	100015
73	5519	100016
73	4091	100017
73	1518	100018
73	2736	100019
73	5891	100020
73	74	100021
73	982	100022
73	6052	100023
73	6085	100024
73	6119	100025
73	6150	100026
73	2984	100027
73	6199	100028
73	1440	100029
73	1709	100030
73	834	100031
73	968	100032
73	6273	100033
73	5068	100034
73	4929	100035
73	6299	100036
73	6306	100037
73	6313	100038
73	1612	100039
73	6327	100040
73	5202	100041
74	71	100002
74	977	100003
74	1690	100004
74	31	100005
74	2515	100006
74	3337	100007
74	667	100008
74	1265	100009
74	2403	100010
74	3056	100011
74	913	100012
74	386	100013
74	3878	100014
74	49	100015
74	2534	100016
74	574	100017
74	2023	100018
75	72	100002
75	978	100003
75	1416	100004
75	1873	100005
75	1148	100006
75	3338	100007
76	73	100002
76	545	100003
76	1691	100004
76	2302	100005
76	2845	100006
76	386	100007
76	63	100008
76	25	100009
76	4406	100010
76	31	100011
76	2236	100012
76	1139	100013
76	1768	100014
76	375	100015
77	74	100002
77	820	100003
77	1692	100004
77	2303	100005
77	2846	100006
77	3339	100007
77	2387	100008
77	37	100009
78	8	100002
78	979	100003
78	822	100004
78	2304	100005
78	262	100006
79	75	100002
79	980	100003
79	325	100004
79	2305	100005
79	1986	100006
79	401	100007
80	76	100002
80	981	100003
80	1141	100004
80	2306	100005
80	158	100006
80	2180	100007
80	3754	100008
81	77	100002
81	341	100003
81	1693	100004
81	2307	100005
81	1257	100006
81	418	100007
82	78	100002
82	982	100003
82	1694	100004
82	2308	100005
82	39	100006
82	3340	100007
82	116	100008
82	307	100009
82	3174	100010
82	816	100011
82	1854	100012
82	5074	100013
82	5235	100014
82	5388	100015
82	5520	100016
83	79	100002
83	417	100003
83	1695	100004
83	701	100005
83	2847	100006
83	2627	100007
83	3755	100008
83	4131	100009
83	3392	100010
83	2182	100011
83	4886	100012
83	2071	100013
84	80	100002
84	983	100003
84	1696	100004
84	2309	100005
84	31	100006
84	1668	100007
84	3756	100008
84	4132	100009
84	4407	100010
84	4667	100011
84	4887	100012
84	5075	100013
84	1492	100014
84	5389	100015
84	412	100016
84	692	100017
84	2218	100018
84	5515	100019
84	5892	100020
84	4919	100021
84	3562	100022
84	6053	100023
84	4207	100024
84	6120	100025
84	6151	100026
85	81	100002
85	984	100003
85	422	100004
85	2310	100005
85	1641	100006
85	3341	100007
85	33	100008
85	4133	100009
86	82	100002
86	985	100003
86	1697	100004
86	382	100005
86	2848	100006
86	3342	100007
86	418	100008
86	4134	100009
87	83	100002
87	66	100003
87	1698	100004
87	2311	100005
87	15	100006
87	409	100007
87	3757	100008
87	2000	100009
87	1053	100010
87	4668	100011
87	326	100012
87	101	100013
87	1170	100014
87	1255	100015
88	84	100002
88	986	100003
88	1699	100004
88	1778	100005
88	363	100006
88	3343	100007
88	1947	100008
88	4135	100009
88	4408	100010
88	1829	100011
88	4888	100012
89	85	100002
89	527	100003
89	981	100004
89	544	100005
89	2849	100006
90	86	100002
90	987	100003
90	1700	100004
90	2312	100005
90	2850	100006
90	3344	100007
90	3758	100008
90	4136	100009
90	1139	100010
90	921	100011
90	4889	100012
91	87	100002
91	580	100003
91	1701	100004
91	2313	100005
91	2249	100006
91	2191	100007
91	1365	100008
91	4137	100009
91	4409	100010
91	2282	100011
91	1790	100012
91	924	100013
91	937	100014
91	2713	100015
91	910	100016
92	88	100002
92	988	100003
92	814	100004
92	1052	100005
92	143	100006
92	2515	100007
92	3759	100008
92	2987	100009
92	3435	100010
93	89	100002
93	438	100003
93	1702	100004
93	669	100005
93	316	100006
93	3345	100007
93	2996	100008
93	116	100009
93	4410	100010
93	4669	100011
93	600	100012
93	5076	100013
93	49	100014
93	5390	100015
93	4399	100016
93	5620	100017
93	246	100018
93	958	100019
93	326	100020
93	5949	100021
93	6004	100022
93	6054	100023
93	2799	100024
93	6121	100025
93	4500	100026
93	6176	100027
93	1006	100028
93	6075	100029
93	6231	100030
93	6246	100031
93	6262	100032
93	6274	100033
93	3484	100034
93	4258	100035
93	6300	100036
93	959	100037
93	300	100038
93	6322	100039
93	6328	100040
93	1197	100041
93	4024	100042
93	6333	100043
93	417	100044
93	6337	100045
93	6200	100046
93	6342	100047
93	6344	100048
93	802	100049
93	1150	100050
93	6350	100051
93	6351	100052
93	6353	100053
93	4131	100054
93	19	100055
94	90	100002
94	17	100003
94	1179	100004
94	224	100005
94	2851	100006
94	3346	100007
94	3760	100008
94	2860	100009
94	2040	100010
94	101	100011
94	876	100012
94	1466	100013
94	5236	100014
94	5391	100015
94	411	100016
94	529	100017
94	380	100018
94	5809	100019
94	5605	100020
94	3555	100021
94	6005	100022
94	6055	100023
94	5103	100024
95	91	100002
95	989	100003
95	1703	100004
95	471	100005
95	2852	100006
95	1811	100007
95	3761	100008
96	92	100002
96	990	100003
96	741	100004
96	405	100005
96	2853	100006
96	3347	100007
96	161	100008
96	532	100009
96	2971	100010
96	1476	100011
97	93	100002
97	21	100003
97	1704	100004
97	2141	100005
97	2854	100006
97	1937	100007
97	1961	100008
98	94	100002
98	450	100003
98	1705	100004
98	2314	100005
98	558	100006
98	3348	100007
98	3762	100008
98	4138	100009
98	4411	100010
98	1986	100011
98	4890	100012
98	42	100013
98	2938	100014
98	5392	100015
99	95	100002
99	991	100003
99	17	100004
99	2315	100005
99	2855	100006
99	2515	100007
99	688	100008
99	321	100009
100	96	100002
100	907	100003
100	1706	100004
100	2316	100005
100	2856	100006
100	378	100007
100	3763	100008
100	3997	100009
100	4412	100010
101	97	100002
101	527	100003
101	290	100004
101	17	100005
101	1150	100006
102	62	100002
102	316	100003
102	1707	100004
102	883	100005
102	1811	100006
102	3349	100007
102	1962	100008
102	2940	100009
102	1323	100010
102	4670	100011
103	98	100002
103	992	100003
103	1708	100004
103	924	100005
103	1040	100006
103	2636	100007
103	1883	100008
103	4139	100009
103	4413	100010
103	4671	100011
103	1947	100012
103	5077	100013
103	246	100014
103	5393	100015
103	301	100016
103	5621	100017
104	99	100002
104	993	100003
104	1709	100004
104	31	100005
104	2857	100006
104	910	100007
104	1610	100008
105	100	100002
105	17	100003
105	385	100004
105	800	100005
105	31	100006
105	445	100007
105	263	100008
105	1395	100009
105	42	100010
105	197	100011
105	1052	100012
105	5078	100013
105	2480	100014
105	529	100015
105	5521	100016
105	409	100017
105	224	100018
105	533	100019
105	62	100020
105	2016	100021
105	1717	100022
105	4762	100023
105	4552	100024
105	3775	100025
105	3914	100026
105	514	100027
105	6200	100028
105	6217	100029
105	1259	100030
105	6247	100031
105	6263	100032
105	2043	100033
105	2797	100034
105	63	100035
105	137	100036
105	1015	100037
105	1849	100038
106	8	100002
106	93	100003
106	19	100004
106	767	100005
106	2858	100006
106	3350	100007
106	3764	100008
107	101	100002
107	196	100003
107	1710	100004
107	2317	100005
107	418	100006
107	3351	100007
107	674	100008
107	76	100009
107	4414	100010
107	1476	100011
107	1282	100012
108	102	100002
108	994	100003
108	1711	100004
108	422	100005
108	2859	100006
108	86	100007
109	31	100002
109	86	100003
109	1712	100004
109	533	100005
109	101	100006
109	2728	100007
109	210	100008
109	4140	100009
109	4415	100010
109	4353	100011
109	1970	100012
109	557	100013
109	4491	100014
109	5394	100015
109	174	100016
110	103	100002
110	224	100003
110	1713	100004
110	1721	100005
110	1207	100006
110	298	100007
110	3024	100008
110	3122	100009
110	4416	100010
110	1516	100011
110	1153	100012
110	5079	100013
110	363	100014
110	5395	100015
110	1889	100016
110	1306	100017
110	1833	100018
110	5810	100019
110	17	100020
110	1040	100021
110	990	100022
110	3324	100023
110	6086	100024
110	412	100025
110	198	100026
111	63	100002
111	386	100003
111	1714	100004
111	832	100005
111	2099	100006
111	3352	100007
111	104	100008
111	4141	100009
112	104	100002
112	386	100003
112	553	100004
112	411	100005
112	2515	100006
112	1954	100007
112	174	100008
112	1749	100009
112	1773	100010
112	3159	100011
113	105	100002
113	995	100003
113	1715	100004
113	6	100005
113	36	100006
113	2833	100007
113	1502	100008
113	1023	100009
113	4417	100010
113	2391	100011
113	910	100012
113	1670	100013
113	1191	100014
113	1230	100015
114	106	100002
114	810	100003
114	1698	100004
114	1065	100005
114	2860	100006
114	17	100007
114	196	100008
114	743	100009
114	19	100010
114	4672	100011
114	1947	100012
114	1131	100013
114	273	100014
114	584	100015
114	39	100016
115	107	100002
115	996	100003
115	17	100004
115	533	100005
115	386	100006
115	3353	100007
115	2161	100008
115	2099	100009
115	2775	100010
115	76	100011
115	316	100012
115	161	100013
115	154	100014
115	5396	100015
115	4591	100016
115	648	100017
115	1503	100018
115	5811	100019
115	554	100020
115	5950	100021
115	3763	100022
115	6056	100023
115	6087	100024
116	108	100002
116	997	100003
116	1490	100004
116	1610	100005
116	2861	100006
116	3354	100007
116	1019	100008
116	3154	100009
116	2225	100010
116	4673	100011
116	4891	100012
116	5080	100013
116	5237	100014
116	3025	100015
116	5522	100016
117	109	100002
117	998	100003
117	1356	100004
117	86	100005
117	2862	100006
117	3355	100007
117	3611	100008
117	4142	100009
117	4418	100010
117	4674	100011
117	4892	100012
117	116	100013
117	8	100014
117	527	100015
117	1416	100016
117	101	100017
117	3294	100018
117	907	100019
117	1145	100020
117	3954	100021
117	2273	100022
117	6057	100023
118	110	100002
118	999	100003
118	86	100004
118	1110	100005
118	1476	100006
118	3356	100007
119	111	100002
119	31	100003
119	101	100004
119	2318	100005
119	2863	100006
120	112	100002
120	1000	100003
120	1716	100004
120	1130	100005
120	386	100006
120	31	100007
120	3765	100008
120	4143	100009
120	1478	100010
121	31	100002
121	134	100003
121	86	100004
121	2319	100005
121	1122	100006
121	1905	100007
121	3726	100008
121	4144	100009
121	4419	100010
121	191	100011
122	113	100002
122	1001	100003
122	692	100004
122	19	100005
122	196	100006
122	386	100007
122	1150	100008
122	3798	100009
122	316	100010
122	154	100011
122	4893	100012
122	1901	100013
122	5238	100014
122	802	100015
122	514	100016
123	114	100002
123	71	100003
123	1717	100004
123	2161	100005
123	1364	100006
123	386	100007
123	375	100008
124	115	100002
124	86	100003
124	849	100004
124	386	100005
124	63	100006
124	3357	100007
124	1148	100008
124	1447	100009
124	4420	100010
124	336	100011
124	4359	100012
124	2315	100013
125	116	100002
125	290	100003
125	1122	100004
125	2320	100005
125	49	100006
125	3358	100007
125	3766	100008
125	4145	100009
125	3079	100010
125	4675	100011
125	4894	100012
125	5081	100013
126	117	100002
126	1002	100003
126	86	100004
126	2321	100005
126	1987	100006
126	3077	100007
126	3650	100008
126	1476	100009
126	909	100010
126	4676	100011
126	36	100012
126	2543	100013
126	5239	100014
127	118	100002
127	198	100003
127	680	100004
127	915	100005
127	824	100006
127	3359	100007
127	3767	100008
127	1608	100009
127	2263	100010
127	4677	100011
127	648	100012
127	5082	100013
127	5240	100014
127	1497	100015
128	119	100002
128	1003	100003
128	1718	100004
128	2322	100005
128	580	100006
128	3360	100007
129	120	100002
129	1004	100003
129	148	100004
129	2323	100005
129	450	100006
129	101	100007
129	3768	100008
130	121	100002
130	1005	100003
130	1719	100004
130	2324	100005
130	2864	100006
130	3361	100007
130	86	100008
130	4146	100009
131	122	100002
131	1006	100003
131	1720	100004
131	2325	100005
131	2865	100006
131	3362	100007
131	3769	100008
131	4147	100009
131	238	100010
131	4678	100011
131	4895	100012
131	5083	100013
131	5241	100014
131	5397	100015
131	2627	100016
131	15	100017
132	123	100002
132	1007	100003
132	1721	100004
132	1989	100005
132	259	100006
132	959	100007
132	56	100008
132	412	100009
132	192	100010
132	4679	100011
132	4896	100012
132	4061	100013
132	4785	100014
132	4886	100015
132	5523	100016
132	4528	100017
132	86	100018
132	5812	100019
132	5893	100020
132	2523	100021
132	5608	100022
132	6058	100023
132	238	100024
133	124	100002
133	990	100003
133	1722	100004
133	2326	100005
133	1547	100006
133	1858	100007
133	3770	100008
133	1778	100009
133	4421	100010
133	17	100011
134	125	100002
134	1008	100003
134	1723	100004
134	546	100005
134	2866	100006
134	3363	100007
134	2474	100008
134	4148	100009
134	37	100010
134	2148	100011
134	4897	100012
134	4013	100013
134	56	100014
134	259	100015
134	281	100016
134	301	100017
134	4295	100018
134	5177	100019
135	36	100002
135	526	100003
135	31	100004
135	166	100005
135	1204	100006
135	3364	100007
135	280	100008
135	4149	100009
135	4422	100010
135	1215	100011
135	1964	100012
135	1417	100013
135	2979	100014
135	1305	100015
135	1947	100016
135	2800	100017
135	1771	100018
135	5813	100019
135	4095	100020
135	1860	100021
135	674	100022
135	2617	100023
135	2030	100024
135	4875	100025
136	126	100002
136	1009	100003
136	1029	100004
136	1392	100005
136	198	100006
136	547	100007
136	1375	100008
136	31	100009
137	127	100002
137	662	100003
137	1724	100004
137	1173	100005
137	2867	100006
137	3365	100007
137	3771	100008
137	4150	100009
137	4423	100010
138	128	100002
138	154	100003
138	411	100004
138	316	100005
138	734	100006
138	3366	100007
138	900	100008
138	515	100009
139	129	100002
139	1010	100003
139	45	100004
139	2327	100005
139	596	100006
139	3367	100007
140	130	100002
140	18	100003
140	1725	100004
140	2328	100005
140	1499	100006
140	2476	100007
141	131	100002
141	1011	100003
141	1726	100004
141	2329	100005
141	284	100006
141	1215	100007
141	36	100008
141	365	100009
141	110	100010
141	1134	100011
141	4488	100012
141	8	100013
141	438	100014
142	86	100002
142	1012	100003
142	1727	100004
142	2330	100005
142	2868	100006
142	1236	100007
142	309	100008
142	4151	100009
142	4424	100010
142	4680	100011
143	132	100002
143	781	100003
143	1728	100004
143	1223	100005
143	2869	100006
144	133	100002
144	1013	100003
144	1729	100004
144	86	100005
144	48	100006
144	155	100007
144	36	100008
144	4093	100009
144	864	100010
144	1563	100011
145	134	100002
145	1014	100003
145	1730	100004
145	1243	100005
145	2870	100006
145	401	100007
145	381	100008
145	1066	100009
145	3347	100010
146	135	100002
146	619	100003
146	102	100004
146	2331	100005
146	2871	100006
146	3368	100007
146	759	100008
146	17	100009
146	4425	100010
146	4681	100011
146	2337	100012
146	5084	100013
146	2053	100014
146	5398	100015
146	1005	100016
146	5622	100017
146	4708	100018
146	5814	100019
146	5894	100020
146	264	100021
146	5788	100022
146	6059	100023
147	136	100002
147	155	100003
147	1442	100004
147	551	100005
147	2872	100006
147	3369	100007
147	1803	100008
147	1709	100009
147	4426	100010
147	1631	100011
147	4898	100012
147	5085	100013
147	5242	100014
147	5399	100015
147	4786	100016
147	5623	100017
148	137	100002
148	1015	100003
148	86	100004
148	27	100005
148	440	100006
148	2227	100007
148	2738	100008
148	2220	100009
148	2453	100010
149	138	100002
149	1016	100003
149	86	100004
149	2332	100005
149	2873	100006
149	412	100007
149	18	100008
149	2851	100009
150	139	100002
150	959	100003
150	1731	100004
150	2333	100005
150	2874	100006
150	2310	100007
150	3346	100008
150	2146	100009
150	1978	100010
150	4682	100011
150	4899	100012
150	377	100013
150	5243	100014
150	5400	100015
150	412	100016
150	4463	100017
150	19	100018
150	5815	100019
150	5895	100020
150	5951	100021
151	140	100002
151	422	100003
151	953	100004
151	2334	100005
151	2875	100006
151	3370	100007
151	86	100008
151	4152	100009
151	4427	100010
152	141	100002
152	1017	100003
152	1732	100004
152	2335	100005
152	2876	100006
153	142	100002
153	63	100003
153	225	100004
153	2336	100005
153	2877	100006
153	3371	100007
153	619	100008
153	641	100009
153	4428	100010
153	2846	100011
153	2445	100012
153	4985	100013
153	4281	100014
153	3146	100015
153	580	100016
153	4185	100017
153	5732	100018
153	582	100019
153	3233	100020
153	289	100021
